date_time,file_name
2016-10-13T07:08:00.000000Z,68.16.10.13.07.08.00.dat
2016-10-13T07:09:00.000000Z,69.16.10.13.07.09.00.dat
2016-10-13T07:10:00.000000Z,70.16.10.13.07.10.00.dat
2016-10-13T07:11:00.000000Z,71.16.10.13.07.11.00.dat
2016-10-13T07:12:00.000000Z,72.16.10.13.07.12.00.dat
2016-10-13T07:13:00.000000Z,73.16.10.13.07.13.00.dat
2016-10-13T07:14:00.000000Z,74.16.10.13.07.14.00.dat
2016-10-13T07:15:00.000000Z,75.16.10.13.07.15.00.dat
2016-10-13T07:16:00.000000Z,76.16.10.13.07.16.00.dat
2016-10-13T07:17:00.000000Z,77.16.10.13.07.17.00.dat
2016-10-13T07:18:00.000000Z,78.16.10.13.07.18.00.dat
2016-10-13T07:19:00.000000Z,79.16.10.13.07.19.00.dat
2016-10-13T07:20:00.000000Z,80.16.10.13.07.20.00.dat
2016-10-13T07:21:00.000000Z,81.16.10.13.07.21.00.dat
2016-10-13T07:22:00.000000Z,82.16.10.13.07.22.00.dat
2016-10-13T07:23:00.000000Z,83.16.10.13.07.23.00.dat
2016-10-13T07:24:00.000000Z,84.16.10.13.07.24.00.dat
2016-10-13T07:25:00.000000Z,85.16.10.13.07.25.00.dat
2016-10-13T07:26:00.000000Z,86.16.10.13.07.26.00.dat
2016-10-13T07:27:00.000000Z,87.16.10.13.07.27.00.dat
2016-10-13T07:28:00.000000Z,88.16.10.13.07.28.00.dat
2016-10-13T07:29:00.000000Z,89.16.10.13.07.29.00.dat
2016-10-13T07:30:00.000000Z,90.16.10.13.07.30.00.dat
2016-10-13T07:31:00.000000Z,91.16.10.13.07.31.00.dat
2016-10-13T07:32:00.000000Z,92.16.10.13.07.32.00.dat
2016-10-13T07:33:00.000000Z,93.16.10.13.07.33.00.dat
2016-10-13T07:34:00.000000Z,94.16.10.13.07.34.00.dat
2016-10-13T07:35:00.000000Z,95.16.10.13.07.35.00.dat
2016-10-13T07:36:00.000000Z,96.16.10.13.07.36.00.dat
2016-10-13T07:37:00.000000Z,97.16.10.13.07.37.00.dat
2016-10-13T07:38:00.000000Z,98.16.10.13.07.38.00.dat
2016-10-13T07:39:00.000000Z,99.16.10.13.07.39.00.dat
2016-10-13T07:40:00.000000Z,100.16.10.13.07.40.00.dat
2016-10-13T07:41:00.000000Z,101.16.10.13.07.41.00.dat
2016-10-13T07:42:00.000000Z,102.16.10.13.07.42.00.dat
2016-10-13T07:43:00.000000Z,103.16.10.13.07.43.00.dat
2016-10-13T07:44:00.000000Z,104.16.10.13.07.44.00.dat
2016-10-13T07:45:00.000000Z,105.16.10.13.07.45.00.dat
2016-10-13T07:46:00.000000Z,106.16.10.13.07.46.00.dat
2016-10-13T07:47:00.000000Z,107.16.10.13.07.47.00.dat
2016-10-13T07:48:00.000000Z,108.16.10.13.07.48.00.dat
2016-10-13T07:49:00.000000Z,109.16.10.13.07.49.00.dat
2016-10-13T07:50:00.000000Z,110.16.10.13.07.50.00.dat
2016-10-13T07:51:00.000000Z,111.16.10.13.07.51.00.dat
2016-10-13T07:52:00.000000Z,112.16.10.13.07.52.00.dat
2016-10-13T07:53:00.000000Z,113.16.10.13.07.53.00.dat
2016-10-13T07:54:00.000000Z,114.16.10.13.07.54.00.dat
2016-10-13T07:55:00.000000Z,115.16.10.13.07.55.00.dat
2016-10-13T07:56:00.000000Z,116.16.10.13.07.56.00.dat
2016-10-13T07:57:00.000000Z,117.16.10.13.07.57.00.dat
2016-10-13T07:58:00.000000Z,118.16.10.13.07.58.00.dat
2016-10-13T07:59:00.000000Z,119.16.10.13.07.59.00.dat
2016-10-13T08:00:00.000000Z,120.16.10.13.08.00.00.dat
2016-10-13T08:01:00.000000Z,121.16.10.13.08.01.00.dat
2016-10-13T08:02:00.000000Z,122.16.10.13.08.02.00.dat
2016-10-13T08:03:00.000000Z,123.16.10.13.08.03.00.dat
2016-10-13T08:04:00.000000Z,124.16.10.13.08.04.00.dat
2016-10-13T08:05:00.000000Z,125.16.10.13.08.05.00.dat
2016-10-13T08:06:00.000000Z,126.16.10.13.08.06.00.dat
2016-10-13T08:07:00.000000Z,127.16.10.13.08.07.00.dat
2016-10-13T08:08:00.000000Z,128.16.10.13.08.08.00.dat
2016-10-13T08:09:00.000000Z,129.16.10.13.08.09.00.dat
2016-10-13T08:10:00.000000Z,130.16.10.13.08.10.00.dat
2016-10-13T08:11:00.000000Z,131.16.10.13.08.11.00.dat
2016-10-13T08:12:00.000000Z,132.16.10.13.08.12.00.dat
2016-10-13T08:13:00.000000Z,133.16.10.13.08.13.00.dat
2016-10-13T08:14:00.000000Z,134.16.10.13.08.14.00.dat
2016-10-13T08:15:00.000000Z,135.16.10.13.08.15.00.dat
2016-10-13T08:16:00.000000Z,136.16.10.13.08.16.00.dat
2016-10-13T08:17:00.000000Z,137.16.10.13.08.17.00.dat
2016-10-13T08:18:00.000000Z,138.16.10.13.08.18.00.dat
2016-10-13T08:19:00.000000Z,139.16.10.13.08.19.00.dat
2016-10-13T08:20:00.000000Z,140.16.10.13.08.20.00.dat
2016-10-13T08:21:00.000000Z,141.16.10.13.08.21.00.dat
2016-10-13T08:22:00.000000Z,142.16.10.13.08.22.00.dat
2016-10-13T08:23:00.000000Z,143.16.10.13.08.23.00.dat
2016-10-13T08:24:00.000000Z,144.16.10.13.08.24.00.dat
2016-10-13T08:25:00.000000Z,145.16.10.13.08.25.00.dat
2016-10-13T08:26:00.000000Z,146.16.10.13.08.26.00.dat
2016-10-13T08:27:00.000000Z,147.16.10.13.08.27.00.dat
2016-10-13T08:28:00.000000Z,148.16.10.13.08.28.00.dat
2016-10-13T08:29:00.000000Z,149.16.10.13.08.29.00.dat
2016-10-13T08:30:00.000000Z,150.16.10.13.08.30.00.dat
2016-10-13T08:31:00.000000Z,151.16.10.13.08.31.00.dat
2016-10-13T08:32:00.000000Z,152.16.10.13.08.32.00.dat
2016-10-13T08:33:00.000000Z,153.16.10.13.08.33.00.dat
2016-10-13T08:34:00.000000Z,154.16.10.13.08.34.00.dat
2016-10-13T08:35:00.000000Z,155.16.10.13.08.35.00.dat
2016-10-13T08:36:00.000000Z,156.16.10.13.08.36.00.dat
2016-10-13T08:37:00.000000Z,157.16.10.13.08.37.00.dat
2016-10-13T08:38:00.000000Z,158.16.10.13.08.38.00.dat
2016-10-13T08:39:00.000000Z,159.16.10.13.08.39.00.dat
2016-10-13T08:40:00.000000Z,160.16.10.13.08.40.00.dat
2016-10-13T08:41:00.000000Z,161.16.10.13.08.41.00.dat
2016-10-13T08:42:00.000000Z,162.16.10.13.08.42.00.dat
2016-10-13T08:43:00.000000Z,163.16.10.13.08.43.00.dat
2016-10-13T08:44:00.000000Z,164.16.10.13.08.44.00.dat
2016-10-13T08:45:00.000000Z,165.16.10.13.08.45.00.dat
2016-10-13T08:46:00.000000Z,166.16.10.13.08.46.00.dat
2016-10-13T08:47:00.000000Z,167.16.10.13.08.47.00.dat
2016-10-13T08:48:00.000000Z,168.16.10.13.08.48.00.dat
2016-10-13T08:49:00.000000Z,169.16.10.13.08.49.00.dat
2016-10-13T08:50:00.000000Z,170.16.10.13.08.50.00.dat
2016-10-13T08:51:00.000000Z,171.16.10.13.08.51.00.dat
2016-10-13T08:52:00.000000Z,172.16.10.13.08.52.00.dat
2016-10-13T08:53:00.000000Z,173.16.10.13.08.53.00.dat
2016-10-13T08:54:00.000000Z,174.16.10.13.08.54.00.dat
2016-10-13T08:55:00.000000Z,175.16.10.13.08.55.00.dat
2016-10-13T08:56:00.000000Z,176.16.10.13.08.56.00.dat
2016-10-13T08:57:00.000000Z,177.16.10.13.08.57.00.dat
2016-10-13T08:58:00.000000Z,178.16.10.13.08.58.00.dat
2016-10-13T08:59:00.000000Z,179.16.10.13.08.59.00.dat
2016-10-13T09:00:00.000000Z,180.16.10.13.09.00.00.dat
2016-10-13T09:01:00.000000Z,181.16.10.13.09.01.00.dat
2016-10-13T09:02:00.000000Z,182.16.10.13.09.02.00.dat
2016-10-13T09:03:00.000000Z,183.16.10.13.09.03.00.dat
2016-10-13T09:04:00.000000Z,184.16.10.13.09.04.00.dat
2016-10-13T09:05:00.000000Z,185.16.10.13.09.05.00.dat
2016-10-13T09:06:00.000000Z,186.16.10.13.09.06.00.dat
2016-10-13T09:07:00.000000Z,187.16.10.13.09.07.00.dat
2016-10-13T09:08:00.000000Z,188.16.10.13.09.08.00.dat
2016-10-13T09:09:00.000000Z,189.16.10.13.09.09.00.dat
2016-10-13T09:10:00.000000Z,190.16.10.13.09.10.00.dat
2016-10-13T09:11:00.000000Z,191.16.10.13.09.11.00.dat
2016-10-13T09:12:00.000000Z,192.16.10.13.09.12.00.dat
2016-10-13T09:13:00.000000Z,193.16.10.13.09.13.00.dat
2016-10-13T09:14:00.000000Z,194.16.10.13.09.14.00.dat
2016-10-13T09:15:00.000000Z,195.16.10.13.09.15.00.dat
2016-10-13T09:16:00.000000Z,196.16.10.13.09.16.00.dat
2016-10-13T09:17:00.000000Z,197.16.10.13.09.17.00.dat
2016-10-13T09:18:00.000000Z,198.16.10.13.09.18.00.dat
2016-10-13T09:19:00.000000Z,199.16.10.13.09.19.00.dat
2016-10-13T09:20:00.000000Z,200.16.10.13.09.20.00.dat
2016-10-13T09:21:00.000000Z,201.16.10.13.09.21.00.dat
2016-10-13T09:22:00.000000Z,202.16.10.13.09.22.00.dat
2016-10-13T09:23:00.000000Z,203.16.10.13.09.23.00.dat
2016-10-13T09:24:00.000000Z,204.16.10.13.09.24.00.dat
2016-10-13T09:25:00.000000Z,205.16.10.13.09.25.00.dat
2016-10-13T09:26:00.000000Z,206.16.10.13.09.26.00.dat
2016-10-13T09:27:00.000000Z,207.16.10.13.09.27.00.dat
2016-10-13T09:28:00.000000Z,208.16.10.13.09.28.00.dat
2016-10-13T09:29:00.000000Z,209.16.10.13.09.29.00.dat
2016-10-13T09:30:00.000000Z,210.16.10.13.09.30.00.dat
2016-10-13T09:31:00.000000Z,211.16.10.13.09.31.00.dat
2016-10-13T09:32:00.000000Z,212.16.10.13.09.32.00.dat
2016-10-13T09:33:00.000000Z,213.16.10.13.09.33.00.dat
2016-10-13T09:34:00.000000Z,214.16.10.13.09.34.00.dat
2016-10-13T09:35:00.000000Z,215.16.10.13.09.35.00.dat
2016-10-13T09:36:00.000000Z,216.16.10.13.09.36.00.dat
2016-10-13T09:37:00.000000Z,217.16.10.13.09.37.00.dat
2016-10-13T09:38:00.000000Z,218.16.10.13.09.38.00.dat
2016-10-13T09:39:00.000000Z,219.16.10.13.09.39.00.dat
2016-10-13T09:40:00.000000Z,220.16.10.13.09.40.00.dat
2016-10-13T09:41:00.000000Z,221.16.10.13.09.41.00.dat
2016-10-13T09:42:00.000000Z,222.16.10.13.09.42.00.dat
2016-10-13T09:43:00.000000Z,223.16.10.13.09.43.00.dat
2016-10-13T09:44:00.000000Z,224.16.10.13.09.44.00.dat
2016-10-13T09:45:00.000000Z,225.16.10.13.09.45.00.dat
2016-10-13T09:46:00.000000Z,226.16.10.13.09.46.00.dat
2016-10-13T09:47:00.000000Z,227.16.10.13.09.47.00.dat
2016-10-13T09:48:00.000000Z,228.16.10.13.09.48.00.dat
2016-10-13T09:49:00.000000Z,229.16.10.13.09.49.00.dat
2016-10-13T09:50:00.000000Z,230.16.10.13.09.50.00.dat
2016-10-13T09:51:00.000000Z,231.16.10.13.09.51.00.dat
2016-10-13T09:52:00.000000Z,232.16.10.13.09.52.00.dat
2016-10-13T09:53:00.000000Z,233.16.10.13.09.53.00.dat
2016-10-13T09:54:00.000000Z,234.16.10.13.09.54.00.dat
2016-10-13T09:55:00.000000Z,235.16.10.13.09.55.00.dat
2016-10-13T09:56:00.000000Z,236.16.10.13.09.56.00.dat
2016-10-13T09:57:00.000000Z,237.16.10.13.09.57.00.dat
2016-10-13T09:58:00.000000Z,238.16.10.13.09.58.00.dat
2016-10-13T09:59:00.000000Z,239.16.10.13.09.59.00.dat
2016-10-13T10:00:00.000000Z,240.16.10.13.10.00.00.dat
2016-10-13T10:01:00.000000Z,241.16.10.13.10.01.00.dat
2016-10-13T10:02:00.000000Z,242.16.10.13.10.02.00.dat
2016-10-13T10:03:00.000000Z,243.16.10.13.10.03.00.dat
2016-10-13T10:04:00.000000Z,244.16.10.13.10.04.00.dat
2016-10-13T10:05:00.000000Z,245.16.10.13.10.05.00.dat
2016-10-13T10:06:00.000000Z,246.16.10.13.10.06.00.dat
2016-10-13T10:07:00.000000Z,247.16.10.13.10.07.00.dat
2016-10-13T10:08:00.000000Z,248.16.10.13.10.08.00.dat
2016-10-13T10:09:00.000000Z,249.16.10.13.10.09.00.dat
2016-10-13T10:10:00.000000Z,250.16.10.13.10.10.00.dat
2016-10-13T10:11:00.000000Z,251.16.10.13.10.11.00.dat
2016-10-13T10:12:00.000000Z,252.16.10.13.10.12.00.dat
2016-10-13T10:13:00.000000Z,253.16.10.13.10.13.00.dat
2016-10-13T10:14:00.000000Z,254.16.10.13.10.14.00.dat
2016-10-13T10:15:00.000000Z,255.16.10.13.10.15.00.dat
2016-10-13T10:16:00.000000Z,256.16.10.13.10.16.00.dat
2016-10-13T10:17:00.000000Z,257.16.10.13.10.17.00.dat
2016-10-13T10:18:00.000000Z,258.16.10.13.10.18.00.dat
2016-10-13T10:19:00.000000Z,259.16.10.13.10.19.00.dat
2016-10-13T10:20:00.000000Z,260.16.10.13.10.20.00.dat
2016-10-13T10:21:00.000000Z,261.16.10.13.10.21.00.dat
2016-10-13T10:22:00.000000Z,262.16.10.13.10.22.00.dat
2016-10-13T10:23:00.000000Z,263.16.10.13.10.23.00.dat
2016-10-13T10:24:00.000000Z,264.16.10.13.10.24.00.dat
2016-10-13T10:25:00.000000Z,265.16.10.13.10.25.00.dat
2016-10-13T10:26:00.000000Z,266.16.10.13.10.26.00.dat
2016-10-13T10:27:00.000000Z,267.16.10.13.10.27.00.dat
2016-10-13T10:28:00.000000Z,268.16.10.13.10.28.00.dat
2016-10-13T10:29:00.000000Z,269.16.10.13.10.29.00.dat
2016-10-13T10:30:00.000000Z,270.16.10.13.10.30.00.dat
2016-10-13T10:31:00.000000Z,271.16.10.13.10.31.00.dat
2016-10-13T10:32:00.000000Z,272.16.10.13.10.32.00.dat
2016-10-13T10:33:00.000000Z,273.16.10.13.10.33.00.dat
2016-10-13T10:34:00.000000Z,274.16.10.13.10.34.00.dat
2016-10-13T10:35:00.000000Z,275.16.10.13.10.35.00.dat
2016-10-13T10:36:00.000000Z,276.16.10.13.10.36.00.dat
2016-10-13T10:37:00.000000Z,277.16.10.13.10.37.00.dat
2016-10-13T10:38:00.000000Z,278.16.10.13.10.38.00.dat
2016-10-13T10:39:00.000000Z,279.16.10.13.10.39.00.dat
2016-10-13T10:40:00.000000Z,280.16.10.13.10.40.00.dat
2016-10-13T10:41:00.000000Z,281.16.10.13.10.41.00.dat
2016-10-13T10:42:00.000000Z,282.16.10.13.10.42.00.dat
2016-10-13T10:43:00.000000Z,283.16.10.13.10.43.00.dat
2016-10-13T10:44:00.000000Z,284.16.10.13.10.44.00.dat
2016-10-13T10:45:00.000000Z,285.16.10.13.10.45.00.dat
2016-10-13T10:46:00.000000Z,286.16.10.13.10.46.00.dat
2016-10-13T10:47:00.000000Z,287.16.10.13.10.47.00.dat
2016-10-13T10:48:00.000000Z,288.16.10.13.10.48.00.dat
2016-10-13T10:49:00.000000Z,289.16.10.13.10.49.00.dat
2016-10-13T10:50:00.000000Z,290.16.10.13.10.50.00.dat
2016-10-13T10:51:00.000000Z,291.16.10.13.10.51.00.dat
2016-10-13T10:52:00.000000Z,292.16.10.13.10.52.00.dat
2016-10-13T10:53:00.000000Z,293.16.10.13.10.53.00.dat
2016-10-13T10:54:00.000000Z,294.16.10.13.10.54.00.dat
2016-10-13T10:55:00.000000Z,295.16.10.13.10.55.00.dat
2016-10-13T10:56:00.000000Z,296.16.10.13.10.56.00.dat
2016-10-13T10:57:00.000000Z,297.16.10.13.10.57.00.dat
2016-10-13T10:58:00.000000Z,298.16.10.13.10.58.00.dat
2016-10-13T10:59:00.000000Z,299.16.10.13.10.59.00.dat
2016-10-13T11:00:00.000000Z,300.16.10.13.11.00.00.dat
2016-10-13T11:01:00.000000Z,301.16.10.13.11.01.00.dat
2016-10-13T11:02:00.000000Z,302.16.10.13.11.02.00.dat
2016-10-13T11:03:00.000000Z,303.16.10.13.11.03.00.dat
2016-10-13T11:04:00.000000Z,304.16.10.13.11.04.00.dat
2016-10-13T11:05:00.000000Z,305.16.10.13.11.05.00.dat
2016-10-13T11:06:00.000000Z,306.16.10.13.11.06.00.dat
2016-10-13T11:07:00.000000Z,307.16.10.13.11.07.00.dat
2016-10-13T11:08:00.000000Z,308.16.10.13.11.08.00.dat
2016-10-13T11:09:00.000000Z,309.16.10.13.11.09.00.dat
2016-10-13T11:10:00.000000Z,310.16.10.13.11.10.00.dat
2016-10-13T11:11:00.000000Z,311.16.10.13.11.11.00.dat
2016-10-13T11:12:00.000000Z,312.16.10.13.11.12.00.dat
2016-10-13T11:13:00.000000Z,313.16.10.13.11.13.00.dat
2016-10-13T11:14:00.000000Z,314.16.10.13.11.14.00.dat
2016-10-13T11:15:00.000000Z,315.16.10.13.11.15.00.dat
2016-10-13T11:16:00.000000Z,316.16.10.13.11.16.00.dat
2016-10-13T11:17:00.000000Z,317.16.10.13.11.17.00.dat
2016-10-13T11:18:00.000000Z,318.16.10.13.11.18.00.dat
2016-10-13T11:19:00.000000Z,319.16.10.13.11.19.00.dat
2016-10-13T11:20:00.000000Z,320.16.10.13.11.20.00.dat
2016-10-13T11:21:00.000000Z,321.16.10.13.11.21.00.dat
2016-10-13T11:22:00.000000Z,322.16.10.13.11.22.00.dat
2016-10-13T11:23:00.000000Z,323.16.10.13.11.23.00.dat
2016-10-13T11:24:00.000000Z,324.16.10.13.11.24.00.dat
2016-10-13T11:25:00.000000Z,325.16.10.13.11.25.00.dat
2016-10-13T11:26:00.000000Z,326.16.10.13.11.26.00.dat
2016-10-13T11:27:00.000000Z,327.16.10.13.11.27.00.dat
2016-10-13T11:28:00.000000Z,328.16.10.13.11.28.00.dat
2016-10-13T11:29:00.000000Z,329.16.10.13.11.29.00.dat
2016-10-13T11:30:00.000000Z,330.16.10.13.11.30.00.dat
2016-10-13T11:31:00.000000Z,331.16.10.13.11.31.00.dat
2016-10-13T11:32:00.000000Z,332.16.10.13.11.32.00.dat
2016-10-13T11:33:00.000000Z,333.16.10.13.11.33.00.dat
2016-10-13T11:34:00.000000Z,334.16.10.13.11.34.00.dat
2016-10-13T11:35:00.000000Z,335.16.10.13.11.35.00.dat
2016-10-13T11:36:00.000000Z,336.16.10.13.11.36.00.dat
2016-10-13T11:37:00.000000Z,337.16.10.13.11.37.00.dat
2016-10-13T11:38:00.000000Z,338.16.10.13.11.38.00.dat
2016-10-13T11:39:00.000000Z,339.16.10.13.11.39.00.dat
2016-10-13T11:40:00.000000Z,340.16.10.13.11.40.00.dat
2016-10-13T11:41:00.000000Z,341.16.10.13.11.41.00.dat
2016-10-13T11:42:00.000000Z,342.16.10.13.11.42.00.dat
2016-10-13T11:43:00.000000Z,343.16.10.13.11.43.00.dat
2016-10-13T11:44:00.000000Z,344.16.10.13.11.44.00.dat
2016-10-13T11:45:00.000000Z,345.16.10.13.11.45.00.dat
2016-10-13T11:46:00.000000Z,346.16.10.13.11.46.00.dat
2016-10-13T11:47:00.000000Z,347.16.10.13.11.47.00.dat
2016-10-13T11:48:00.000000Z,348.16.10.13.11.48.00.dat
2016-10-13T11:49:00.000000Z,349.16.10.13.11.49.00.dat
2016-10-13T11:50:00.000000Z,350.16.10.13.11.50.00.dat
2016-10-13T11:51:00.000000Z,351.16.10.13.11.51.00.dat
2016-10-13T11:52:00.000000Z,352.16.10.13.11.52.00.dat
2016-10-13T11:53:00.000000Z,353.16.10.13.11.53.00.dat
2016-10-13T11:54:00.000000Z,354.16.10.13.11.54.00.dat
2016-10-13T11:55:00.000000Z,355.16.10.13.11.55.00.dat
2016-10-13T11:56:00.000000Z,356.16.10.13.11.56.00.dat
2016-10-13T11:57:00.000000Z,357.16.10.13.11.57.00.dat
2016-10-13T11:58:00.000000Z,358.16.10.13.11.58.00.dat
2016-10-13T11:59:00.000000Z,359.16.10.13.11.59.00.dat
2016-10-13T12:00:00.000000Z,360.16.10.13.12.00.00.dat
2016-10-13T12:01:00.000000Z,361.16.10.13.12.01.00.dat
2016-10-13T12:02:00.000000Z,362.16.10.13.12.02.00.dat
2016-10-13T12:03:00.000000Z,363.16.10.13.12.03.00.dat
2016-10-13T12:04:00.000000Z,364.16.10.13.12.04.00.dat
2016-10-13T12:05:00.000000Z,365.16.10.13.12.05.00.dat
2016-10-13T12:06:00.000000Z,366.16.10.13.12.06.00.dat
2016-10-13T12:07:00.000000Z,367.16.10.13.12.07.00.dat
2016-10-13T12:08:00.000000Z,368.16.10.13.12.08.00.dat
2016-10-13T12:09:00.000000Z,369.16.10.13.12.09.00.dat
2016-10-13T12:10:00.000000Z,370.16.10.13.12.10.00.dat
2016-10-13T12:11:00.000000Z,371.16.10.13.12.11.00.dat
2016-10-13T12:12:00.000000Z,372.16.10.13.12.12.00.dat
2016-10-13T12:13:00.000000Z,373.16.10.13.12.13.00.dat
2016-10-13T12:14:00.000000Z,374.16.10.13.12.14.00.dat
2016-10-13T12:15:00.000000Z,375.16.10.13.12.15.00.dat
2016-10-13T12:16:00.000000Z,376.16.10.13.12.16.00.dat
2016-10-13T12:17:00.000000Z,377.16.10.13.12.17.00.dat
2016-10-13T12:18:00.000000Z,378.16.10.13.12.18.00.dat
2016-10-13T12:19:00.000000Z,379.16.10.13.12.19.00.dat
2016-10-13T12:20:00.000000Z,380.16.10.13.12.20.00.dat
2016-10-13T12:21:00.000000Z,381.16.10.13.12.21.00.dat
2016-10-13T12:22:00.000000Z,382.16.10.13.12.22.00.dat
2016-10-13T12:23:00.000000Z,383.16.10.13.12.23.00.dat
2016-10-13T12:24:00.000000Z,384.16.10.13.12.24.00.dat
2016-10-13T12:25:00.000000Z,385.16.10.13.12.25.00.dat
2016-10-13T12:26:00.000000Z,386.16.10.13.12.26.00.dat
2016-10-13T12:27:00.000000Z,387.16.10.13.12.27.00.dat
2016-10-13T12:28:00.000000Z,388.16.10.13.12.28.00.dat
2016-10-13T12:29:00.000000Z,389.16.10.13.12.29.00.dat
2016-10-13T12:30:00.000000Z,390.16.10.13.12.30.00.dat
2016-10-13T12:31:00.000000Z,391.16.10.13.12.31.00.dat
2016-10-13T12:32:00.000000Z,392.16.10.13.12.32.00.dat
2016-10-13T12:33:00.000000Z,393.16.10.13.12.33.00.dat
2016-10-13T12:34:00.000000Z,394.16.10.13.12.34.00.dat
2016-10-13T12:35:00.000000Z,395.16.10.13.12.35.00.dat
2016-10-13T12:36:00.000000Z,396.16.10.13.12.36.00.dat
2016-10-13T12:37:00.000000Z,397.16.10.13.12.37.00.dat
2016-10-13T12:38:00.000000Z,398.16.10.13.12.38.00.dat
2016-10-13T12:39:00.000000Z,399.16.10.13.12.39.00.dat
